[2025-11-20 09:23:20] | TEST_CLI        | console_user         | SUCCESS    | Simulation de test de log
[2025-11-20 14:09:42] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:42] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:42] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:42] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:42] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:42] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:42] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:42] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:42] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:42] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:42] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:42] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:42] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:42] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:42] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:42] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:42] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:42] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:42] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:42] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:42] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:42] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:42] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:42] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:42] | LOGIN           | 2428976762082341464.owasp.org | FAILURE    | Invalid credentials
[2025-11-20 14:09:42] | LOGIN           | https://2428976762082341464.owasp.org | FAILURE    | Invalid credentials
[2025-11-20 14:09:42] | LOGIN           | https://2428976762082341464%2eowasp%2eorg | FAILURE    | Invalid credentials
[2025-11-20 14:09:42] | LOGIN           | 5;URL=&#039;https://2428976762082341464.owasp.org&#039; | FAILURE    | Invalid credentials
[2025-11-20 14:09:42] | LOGIN           | URL=&#039;http://2428976762082341464.owasp.org&#039; | FAILURE    | Invalid credentials
[2025-11-20 14:09:42] | LOGIN           | https://2428976762082341464.owasp.org/?zaproxy@example.com | FAILURE    | Invalid credentials
[2025-11-20 14:09:42] | LOGIN           | 5;URL=&#039;https://2428976762082341464.owasp.org/?zaproxy@example.com&#039; | FAILURE    | Invalid credentials
[2025-11-20 14:09:42] | LOGIN           | https://\2428976762082341464.owasp.org | FAILURE    | Invalid credentials
[2025-11-20 14:09:42] | LOGIN           | http://\2428976762082341464.owasp.org | FAILURE    | Invalid credentials
[2025-11-20 14:09:42] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:42] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:42] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:42] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:42] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:42] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:42] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:42] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:42] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:42] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:42] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:42] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:42] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:42] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:42] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:42] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:42] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:42] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:42] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:42] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:42] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:43] | LOGIN           | &lt;!--#EXEC cmd=&quot;ls /&quot;--&gt; | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | &quot;&gt;&lt;!--#EXEC cmd=&quot;ls /&quot;--&gt;&lt; | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | &lt;!--#EXEC cmd=&quot;dir \&quot;--&gt; | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | &quot;&gt;&lt;!--#EXEC cmd=&quot;dir \&quot;--&gt;&lt; | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:43] | LOGIN           | &#039;               | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com&#039; | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | &quot;               | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com&quot; | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | ;                    | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com; | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | &#039;(              | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com&#039;( | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com AND 1=1 --  | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com AND 1=2 --  | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com OR 1=1 --  | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com&#039; AND &#039;1&#039;=&#039;1&#039; --  | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com&#039; AND &#039;1&#039;=&#039;2&#039; --  | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com&#039; OR &#039;1&#039;=&#039;1&#039; --  | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com UNION ALL select NULL --  | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com&#039; UNION ALL select NULL --  | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com&quot; UNION ALL select NULL --  | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com) UNION ALL select NULL --  | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com&#039;) UNION ALL select NULL --  | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:43] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:44] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:44] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:44] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:44] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:44] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:44] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:44] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:44] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:44] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:44] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:44] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:44] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:44] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:44] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:44] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:44] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:44] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:44] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:44] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:44] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:44] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:44] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:44] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:44] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:44] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:44] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:44] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:44] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:44] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:44] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:44] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:44] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:44] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:44] | LOGIN           | &quot;;print(chr(122).chr(97).chr(112).chr(95).chr(116).chr(111).chr(107).chr(101).chr(110));$var=&quot; | FAILURE    | Invalid credentials
[2025-11-20 14:09:44] | LOGIN           | &#039;;print(chr(122).chr(97).chr(112).chr(95).chr(116).chr(111).chr(107).chr(101).chr(110));$var=&#039; | FAILURE    | Invalid credentials
[2025-11-20 14:09:44] | LOGIN           | ${@print(chr(122).chr(97).chr(112).chr(95).chr(116).chr(111).chr(107).chr(101).chr(110))} | FAILURE    | Invalid credentials
[2025-11-20 14:09:44] | LOGIN           | ${@print(chr(122).chr(97).chr(112).chr(95).chr(116).chr(111).chr(107).chr(101).chr(110))}\ | FAILURE    | Invalid credentials
[2025-11-20 14:09:44] | LOGIN           | ;print(chr(122).chr(97).chr(112).chr(95).chr(116).chr(111).chr(107).chr(101).chr(110)); | FAILURE    | Invalid credentials
[2025-11-20 14:09:44] | LOGIN           | &quot;+response.write(177 957*957 864)+&quot; | FAILURE    | Invalid credentials
[2025-11-20 14:09:44] | LOGIN           | +response.write({0}*{1})+ | FAILURE    | Invalid credentials
[2025-11-20 14:09:44] | LOGIN           | response.write(177 957*957 864) | FAILURE    | Invalid credentials
[2025-11-20 14:09:44] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:44] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:44] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:44] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:44] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:45] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:45] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:45] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:45] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:09:45] | LOGIN           | cat /etc/passwd      | FAILURE    | Invalid credentials
[2025-11-20 14:09:45] | LOGIN           | zaproxy@example.com&amp;cat /etc/passwd&amp; | FAILURE    | Invalid credentials
[2025-11-20 14:09:45] | LOGIN           | zaproxy@example.com;cat /etc/passwd; | FAILURE    | Invalid credentials
[2025-11-20 14:09:45] | LOGIN           | zaproxy@example.com&quot;&amp;cat /etc/passwd&amp;&quot; | FAILURE    | Invalid credentials
[2025-11-20 14:09:45] | LOGIN           | zaproxy@example.com&quot;;cat /etc/passwd;&quot; | FAILURE    | Invalid credentials
[2025-11-20 14:09:45] | LOGIN           | zaproxy@example.com&#039;&amp;cat /etc/passwd&amp;&#039; | FAILURE    | Invalid credentials
[2025-11-20 14:09:45] | LOGIN           | zaproxy@example.com&#039;;cat /etc/passwd;&#039; | FAILURE    | Invalid credentials
[2025-11-20 14:09:45] | LOGIN           | type %SYSTEMROOT%\win.ini | FAILURE    | Invalid credentials
[2025-11-20 14:09:45] | LOGIN           | zaproxy@example.com&amp;type %SYSTEMROOT%\win.ini | FAILURE    | Invalid credentials
[2025-11-20 14:09:45] | LOGIN           | zaproxy@example.com|type %SYSTEMROOT%\win.ini | FAILURE    | Invalid credentials
[2025-11-20 14:09:45] | LOGIN           | zaproxy@example.com&quot;&amp;type %SYSTEMROOT%\win.ini&amp;&quot; | FAILURE    | Invalid credentials
[2025-11-20 14:09:45] | LOGIN           | zaproxy@example.com&quot;|type %SYSTEMROOT%\win.ini | FAILURE    | Invalid credentials
[2025-11-20 14:09:45] | LOGIN           | zaproxy@example.com&#039;&amp;type %SYSTEMROOT%\win.ini&amp;&#039; | FAILURE    | Invalid credentials
[2025-11-20 14:09:45] | LOGIN           | zaproxy@example.com&#039;|type %SYSTEMROOT%\win.ini | FAILURE    | Invalid credentials
[2025-11-20 14:09:45] | LOGIN           | get-help             | FAILURE    | Invalid credentials
[2025-11-20 14:09:45] | LOGIN           | zaproxy@example.com;get-help | FAILURE    | Invalid credentials
[2025-11-20 14:09:45] | LOGIN           | zaproxy@example.com&quot;;get-help | FAILURE    | Invalid credentials
[2025-11-20 14:09:45] | LOGIN           | zaproxy@example.com&#039;;get-help | FAILURE    | Invalid credentials
[2025-11-20 14:09:45] | LOGIN           | zaproxy@example.com;get-help # | FAILURE    | Invalid credentials
[2025-11-20 14:09:45] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:45] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:45] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:45] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:45] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:09:45] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
